course_id,course_name,teacher,credits,course_type,course_category,domain,campus,time_slot,location,capacity,current_enrolled,current_enrollment_ratio,popularity_level,rush_advice,description,assessment,difficulty,workload,grade_friendly,has_exam,group_work_required,suitable_for,tags,screenshot_note,avg_history_enrollment_ratio
GXK2026011,食品营养与卫生,熊开容,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周三第9-10节,艺术楼102,50,50,1.0,4,非常热门，选课阶段需要优先抢课,食品营养与卫生是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,前半段周三晚,0.9935
GXK2026012,世界旅游地理,马小宁,1.5,公共选修课,自然科学与工程技术类,自然环境,西校区,周一第9-10节,教学楼A203,100,100,1.0,4,非常热门，选课阶段需要优先抢课,世界旅游地理关注自然科学、生态环境与现实生活之间的联系，适合希望拓展科学素养的学生。,平时作业30%;案例分析40%;期末报告30%,中,中,中,0,0,适合对自然环境感兴趣、希望通过公共选修课拓展知识面的学生。,自然科学;环境;案例分析;报告;自然科学与工程技术类;公共选修课,,0.988
GXK2026013,书法与篆刻,刘乐舟,1.5,公共选修课,人文与社会科学类,人文艺术,西校区,周二第5-6节,教学楼B305,70,61,0.8714,2,有一定竞争，建议提前加入备选,书法与篆刻以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.8609
GXK2026014,水资源概论,韩泽军,1.5,公共选修课,自然科学与工程技术类,自然环境,主校区,周三第9-10节,综合楼C101,60,31,0.5167,1,选上概率相对稳定,水资源概论关注自然科学、生态环境与现实生活之间的联系，适合希望拓展科学素养的学生。,平时作业30%;案例分析40%;期末报告30%,中,中,中,0,0,适合对自然环境感兴趣、希望通过公共选修课拓展知识面的学生。,自然科学;环境;案例分析;报告;自然科学与工程技术类;公共选修课,张帆1/韩泽军2/彭斯格3-8,0.5068
GXK2026015,通俗歌曲演唱技法,王晶一,1.5,公共选修课,人文与社会科学类,人文艺术,东校区,周四第7-8节,人文楼204,20,20,1.0,4,非常热门，选课阶段需要优先抢课,通俗歌曲演唱技法以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,1.0022
GXK2026016,现代犯罪与刑法总论,刘乐舟,1.5,公共选修课,人文与社会科学类,社会实务,东校区,周五第3-4节,理科楼308,150,150,1.0,4,非常热门，选课阶段需要优先抢课,现代犯罪与刑法总论面向社会生活、法律金融或表达沟通场景，强调知识理解与实际案例分析。,课堂参与30%;案例分析30%;期末论文或展示40%,中,中,中,0,0,适合对社会实务感兴趣、希望通过公共选修课拓展知识面的学生。,社会科学;案例分析;展示;实用;人文与社会科学类;公共选修课,,0.991
GXK2026017,幸福来敲门-积极心理学,吴伟卿,1.5,公共选修课,人文与社会科学类,心理成长,东校区,周六第1-2节,艺术楼102,100,100,1.0,4,非常热门，选课阶段需要优先抢课,幸福来敲门-积极心理学围绕大学生心理、亲密关系和自我成长展开，适合关注情绪管理、人际关系与个人发展的学生。,平时参与40%;课程小论文40%;课堂互动20%;无闭卷考试,低,低,高,0,0,适合对心理成长感兴趣、希望通过公共选修课拓展知识面的学生。,心理;成长;无闭卷考试;给分友好;讨论;人文与社会科学类;公共选修课,,0.991
GXK2026018,演讲与口才,韩亚楠,1.5,公共选修课,人文与社会科学类,社会实务,东校区,周一第9-10节,教学楼A203,30,30,1.0,4,非常热门，选课阶段需要优先抢课,演讲与口才面向社会生活、法律金融或表达沟通场景，强调知识理解与实际案例分析。,课堂参与30%;案例分析30%;期末论文或展示40%,中,中,中,0,0,适合对社会实务感兴趣、希望通过公共选修课拓展知识面的学生。,社会科学;案例分析;展示;实用;人文与社会科学类;公共选修课,,0.9833
GXK2026019,音乐剧与音乐文化,李轶,1.5,公共选修课,人文与社会科学类,人文艺术,主校区,周二第5-6节,教学楼B305,60,60,1.0,4,非常热门，选课阶段需要优先抢课,音乐剧与音乐文化以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.9857
GXK2026020,影视鉴赏,韩亚楠,1.5,公共选修课,人文与社会科学类,人文艺术,西校区,周三第9-10节,综合楼C101,155,155,1.0,4,非常热门，选课阶段需要优先抢课,影视鉴赏以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.988
GXK2026021,证券投资分析,钟映姣,1.5,公共选修课,自然科学与工程技术类,社会实务,主校区,周四第7-8节,人文楼204,100,99,0.99,3,建议第一轮优先选择,证券投资分析面向社会生活、法律金融或表达沟通场景，强调知识理解与实际案例分析。,课堂参与30%;案例分析30%;期末论文或展示40%,中,中,中,0,0,适合对社会实务感兴趣、希望通过公共选修课拓展知识面的学生。,社会科学;案例分析;展示;实用;自然科学与工程技术类;公共选修课,,0.9804
GXK2026022,中国旅游地理,张春慧,1.5,公共选修课,自然科学与工程技术类,自然环境,西校区,周五第3-4节,理科楼308,60,59,0.9833,3,建议第一轮优先选择,中国旅游地理关注自然科学、生态环境与现实生活之间的联系，适合希望拓展科学素养的学生。,平时作业30%;案例分析40%;期末报告30%,中,中,中,0,0,适合对自然环境感兴趣、希望通过公共选修课拓展知识面的学生。,自然科学;环境;案例分析;报告;自然科学与工程技术类;公共选修课,,0.9714
GXK2026023,中外名建筑赏析,胡晓旻,1.5,公共选修课,人文与社会科学类,人文艺术,东校区,周六第1-2节,艺术楼102,60,59,0.9833,3,建议第一轮优先选择,中外名建筑赏析以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.9752
GXK2026024,中外园林赏析,胡晓旻,1.5,公共选修课,自然科学与工程技术类,人文艺术,南校区,周一第9-10节,教学楼A203,60,60,1.0,4,非常热门，选课阶段需要优先抢课,中外园林赏析以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;自然科学与工程技术类;公共选修课,,0.9897
GXK2026025,中国古建筑文化与鉴赏,贾菱华,1.5,公共选修课,自然科学与工程技术类,人文艺术,东校区,周二第5-6节,教学楼B305,100,73,0.73,1,选上概率相对稳定,中国古建筑文化与鉴赏以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;自然科学与工程技术类;公共选修课,,0.7205
GXK2026026,生命的环境演绎,杜青平,1.5,公共选修课,自然科学与工程技术类,自然环境,东校区,周三第9-10节,综合楼C101,108,108,1.0,4,非常热门，选课阶段需要优先抢课,生命的环境演绎关注自然科学、生态环境与现实生活之间的联系，适合希望拓展科学素养的学生。,平时作业30%;案例分析40%;期末报告30%,中,中,中,0,0,适合对自然环境感兴趣、希望通过公共选修课拓展知识面的学生。,自然科学;环境;案例分析;报告;自然科学与工程技术类;公共选修课,,0.9883
GXK2026027,机器学习,陈鹤峰,1.5,公共选修课,自然科学与工程技术类,工程技术,南校区,周四第7-8节,人文楼204,60,27,0.45,0,选上概率较高，可作为保底课程,机器学习介绍工程技术、产业发展或管理决策中的基础概念，适合对科技应用和产业趋势感兴趣的学生。,平时作业30%;案例作业30%;期末报告40%,中高,中高,中,0,0,适合对工程技术感兴趣、希望通过公共选修课拓展知识面的学生。,工程技术;产业;案例;报告;自然科学与工程技术类;公共选修课,,0.4415
GXK2026028,文化地理,郭丽萍,1.5,公共选修课,自然科学与工程技术类,人文艺术,西校区,周五第3-4节,理科楼308,155,155,1.0,4,非常热门，选课阶段需要优先抢课,文化地理以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,1,1,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;自然科学与工程技术类;公共选修课,,0.9885
GXK2026029,爱情心理学,冯博雅,1.5,公共选修课,人文与社会科学类,心理成长,东校区,周一第9-10节,艺术楼102,170,169,0.9941,3,建议第一轮优先选择,爱情心理学围绕大学生心理、亲密关系和自我成长展开，适合关注情绪管理、人际关系与个人发展的学生。,平时参与40%;课程小论文40%;课堂互动20%;无闭卷考试,低,低,高,0,0,适合对心理成长感兴趣、希望通过公共选修课拓展知识面的学生。,心理;成长;无闭卷考试;给分友好;讨论;人文与社会科学类;公共选修课,周一,0.9824
GXK2026030,爱情心理学,冯博雅,1.5,公共选修课,人文与社会科学类,心理成长,东校区,周四第7-8节,教学楼A203,170,170,1.0,4,非常热门，选课阶段需要优先抢课,爱情心理学围绕大学生心理、亲密关系和自我成长展开，适合关注情绪管理、人际关系与个人发展的学生。,平时参与40%;课程小论文40%;课堂互动20%;无闭卷考试,低,低,高,0,0,适合对心理成长感兴趣、希望通过公共选修课拓展知识面的学生。,心理;成长;无闭卷考试;给分友好;讨论;人文与社会科学类;公共选修课,周四,0.9879
GXK2026031,爱情心理学,谢忻雯,1.5,公共选修课,人文与社会科学类,心理成长,主校区,周三第9-10节,教学楼B305,170,170,1.0,4,非常热门，选课阶段需要优先抢课,爱情心理学围绕大学生心理、亲密关系和自我成长展开，适合关注情绪管理、人际关系与个人发展的学生。,平时参与40%;课程小论文40%;课堂互动20%;无闭卷考试,低,低,高,0,0,适合对心理成长感兴趣、希望通过公共选修课拓展知识面的学生。,心理;成长;无闭卷考试;给分友好;讨论;人文与社会科学类;公共选修课,周三,0.9879
GXK2026032,爱情心理学,吴江秋,1.5,公共选修课,人文与社会科学类,心理成长,南校区,周三第9-10节,综合楼C101,60,60,1.0,4,非常热门，选课阶段需要优先抢课,爱情心理学围绕大学生心理、亲密关系和自我成长展开，适合关注情绪管理、人际关系与个人发展的学生。,平时参与40%;课程小论文40%;课堂互动20%;无闭卷考试,低,低,高,0,0,适合对心理成长感兴趣、希望通过公共选修课拓展知识面的学生。,心理;成长;无闭卷考试;给分友好;讨论;人文与社会科学类;公共选修课,,0.9861
GXK2026033,哲学导论,韩青涵,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周四第7-8节,人文楼204,50,47,0.94,2,有一定竞争，建议提前加入备选,哲学导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.9213
GXK2026034,西方哲学史,周青磊,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周五第3-4节,理科楼308,70,31,0.4429,0,选上概率较高，可作为保底课程,西方哲学史是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.4311
GXK2026035,逻辑与科学方法论,李楠雅,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,西校区,周六第1-2节,艺术楼102,80,56,0.7,1,选上概率相对稳定,逻辑与科学方法论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.688
GXK2026036,国学经典导读,吴静华,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周一第9-10节,教学楼A203,80,66,0.825,2,有一定竞争，建议提前加入备选,国学经典导读是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.8152
GXK2026037,法律经典案例解析,韩强晨,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周二第5-6节,教学楼B305,30,29,0.9667,3,建议第一轮优先选择,法律经典案例解析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.9583
GXK2026038,重大刑事案件解读,杨越娜,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周三第9-10节,综合楼C101,80,41,0.5125,1,选上概率相对稳定,重大刑事案件解读是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.5027
GXK2026039,西方文明史,郭航然,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周四第7-8节,人文楼204,200,161,0.805,2,有一定竞争，建议提前加入备选,西方文明史是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.7956
GXK2026040,古典诗词导读,韩航琪,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周五第3-4节,理科楼308,160,99,0.6188,1,选上概率相对稳定,古典诗词导读是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.6077
GXK2026041,中国现代文学名著赏析,徐洋楠,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周六第1-2节,艺术楼102,70,37,0.5286,1,选上概率相对稳定,中国现代文学名著赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.52
GXK2026042,中华历史人物评介,王洋欣,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周一第9-10节,教学楼A203,155,102,0.6581,1,选上概率相对稳定,中华历史人物评介是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.6479
GXK2026043,跨文化交际,王涵卓,1.5,公共选修课,人文与社会科学类,人文艺术,南校区,周二第5-6节,教学楼B305,150,134,0.8933,2,有一定竞争，建议提前加入备选,跨文化交际以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,1,1,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.8842
GXK2026044,媒介与社会,郑伟静,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周三第9-10节,综合楼C101,160,154,0.9625,3,建议第一轮优先选择,媒介与社会是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.9502
GXK2026045,大众传媒文化,陈佳华,1.5,公共选修课,人文与社会科学类,人文艺术,南校区,周四第7-8节,人文楼204,100,41,0.41,0,选上概率较高，可作为保底课程,大众传媒文化以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.4005
GXK2026046,社会研究方法,宋娜静,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周五第3-4节,理科楼308,60,45,0.75,1,选上概率相对稳定,社会研究方法是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.7393
GXK2026047,城市社会学,孙卓欣,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周六第1-2节,艺术楼102,155,132,0.8516,2,有一定竞争，建议提前加入备选,城市社会学是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.8414
GXK2026048,文化人类学,于静航,1.5,公共选修课,人文与社会科学类,人文艺术,东校区,周一第9-10节,教学楼A203,30,31,1.0333,4,非常热门，选课阶段需要优先抢课,文化人类学以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,1.0278
GXK2026049,艺术史,唐明博,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周二第5-6节,教学楼B305,30,8,0.2667,0,选上概率较高，可作为保底课程,艺术史是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.2639
GXK2026050,美术鉴赏,罗泽睿,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周三第9-10节,综合楼C101,155,105,0.6774,1,选上概率相对稳定,美术鉴赏是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,1,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.6696
GXK2026051,音乐鉴赏,朱宇磊,1.5,公共选修课,人文与社会科学类,人文艺术,南校区,周四第7-8节,人文楼204,50,37,0.74,1,选上概率相对稳定,音乐鉴赏以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.7266
GXK2026052,戏剧鉴赏,冯晨磊,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周五第3-4节,理科楼308,70,41,0.5857,1,选上概率相对稳定,戏剧鉴赏是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.5712
GXK2026053,舞蹈鉴赏,马楠静,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周六第1-2节,艺术楼102,40,21,0.525,1,选上概率相对稳定,舞蹈鉴赏是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.51
GXK2026054,书法鉴赏,马宇泽,1.5,公共选修课,人文与社会科学类,人文艺术,西校区,周一第9-10节,教学楼A203,30,14,0.4667,0,选上概率较高，可作为保底课程,书法鉴赏以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.469
GXK2026055,公益广告赏析与设计,冯航华,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周二第5-6节,教学楼B305,100,28,0.28,0,选上概率较高，可作为保底课程,公益广告赏析与设计是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.2731
GXK2026056,中国电影艺术赏析,郭佳娜,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周三第9-10节,综合楼C101,155,107,0.6903,1,选上概率相对稳定,中国电影艺术赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.6797
